artist_name,artist_id,artist_popularity,artist_n_followers,artist_genres
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,81,6950061,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
Kid Rock,7dOBabd5O4CvKrg4iriHTM,67,2579220,['nu metal']
Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,67,1177454,"[""children's music""]"
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,65,427406,"['alternative hip hop', 'atl hip hop', 'conscious hip hop', 'hip hop', 'old school atlanta hip hop', 'political hip hop', 'southern hip hop']"
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,76,1074845,"['alt z', 'pop', 'transpop']"
Kimbra,6hk7Yq1DU9QcCCrz9uc0Ti,71,413449,"['bergen indie', 'electropop', 'nz pop']"
Kimiko Glenn,6lU0XGyOn94aBZno3H9WpA,70,8227,['show tunes']
King Von,6QtgPSJPSzcnn7dPZ4VINp,76,4311592,"['chicago rap', 'rap']"
Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,76,5298066,"['modern rock', 'rock']"
Kodak Black,46SHBwWsqBkxI7EeeBEQG7,80,10365349,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
Koe Wetzel,1Tie3AZgLQZqYEp8Fv4zOZ,68,649823,['classic texas country']
Kordhell,2W6WP4pHQTFlbr2z9S4n54,73,1197951,['drift phonk']
Korn,3RNrq3jvMZxD9ZyoOZbQOD,77,7313936,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
Kristen Bell,2kHxkdiKCSnHMkhIgFBZaI,66,105689,['movie tunes']
Kxllswxtch,2VDZoCBGjxbHJbnzSX5nP6,68,257081,"['dark trap', 'oc rap', 'scream rap']"
Kygo,23fqKkggKUBHNkbKtXEls4,80,8312373,"['edm', 'pop', 'pop dance', 'tropical house']"
Kyla,77DAFfvm3O9zT5dIoG0eIO,71,22172,['uk funky']
Kyle Richh,0hF6lbAjRsq4svrQUr5sgU,68,294325,['new york drill']
Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA,72,1939340,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']"
LANY,49tQo2QULno7gxHutgccqF,75,5723004,"['la pop', 'opm']"
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,82,4906073,['k-pop girl group']
LUCKI,5tQMB0cuNXdCtzovGt55uD,76,942750,['plugg']
LUDMILLA,3CDoRporvSjdzTrm99a3gi,80,7066078,"['funk carioca', 'funk pop', 'funk rj', 'pagode baiano', 'pop nacional']"
La Adictiva,49EE6lVLgU8sp7dFgPshgM,72,5734133,"['banda', 'musica mexicana', 'norteno']"
La Arrolladora Banda El Limón De Rene Camacho,5bSfBBCxY8QAk4Pifveisz,77,6494404,"['banda', 'musica mexicana', 'norteno']"
La Fiera de Ojinaga,6qm0DFounuQWwu6IF0ZGH2,66,540315,"['musica chihuahuense', 'musica mexicana', 'norteno', 'norteno-sax', 'sad sierreno', 'sierreno']"
La Santa Grifa,1oH2B8tcHn4Gpl2bmmyd4A,75,5409387,"['mexican hip hop', 'sad sierreno', 'tamaulipas rap']"
Labrinth,2feDdbD5araYcm6JhFHHw7,78,3196132,"['indie poptimism', 'pop']"
Lady A,32WkQRZEVKSzVAAYqukAEA,67,3656512,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,85,29543557,"['art pop', 'dance pop', 'pop']"
Lainey Wilson,6tPHARSq45lQ8BSALCfkFC,72,629526,"['contemporary country', 'modern country pop']"
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,90,33940275,"['art pop', 'pop']"
Larry June,1grN0519h2zYqpRtYbDZAl,65,369970,['cali rap']
Latto,3MdXrJWsbVzdn6fe5JYkSQ,78,1551552,['trap queen']
Laufey,7gW0r5CkdEUMm42w9XpyZO,80,3495723,['gen z singer-songwriter']
Lauren Alaina,1v3tdpIdBSW14rHUfiEVOv,64,641164,"['contemporary country', 'country', 'country dawn', 'country road']"
Lauren Daigle,40LHVA5BTQp9RxHOQ9JPYj,69,2693417,"['ccm', 'christian alternative rock', 'christian music']"
Lauren Spencer Smith,79AyR6ATpj2LTPxfb6FX50,69,1370477,"['alt z', 'gen z singer-songwriter', 'singer-songwriter pop']"
Lauv,5JZ7CnR6gTvEMKX4g70Amv,75,6138425,['pop']
Lay Bankz,4OVbrPbhvK46A1uXTU1u5F,68,243984,['jersey club']
League of Legends,47mIJdHORyRerp4os813jD,77,1831616,"['speedrun', 'video game music']"
Lecrae,1CFCsEqKrCyvAFKOATQHiW,66,1227027,['christian hip hop']
Led Zeppelin,36QJpDe2go2KgaRleHCDTp,76,14121948,"['album rock', 'classic rock', 'hard rock', 'rock']"
Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,68,2203413,"['contemporary country', 'country', 'country road', 'modern country rock']"
Lefty Sm,6eXHRfK9Ad3IpMpSAqvcDf,75,1932540,['mexican hip hop']
Lenin Ramírez,3hTffafUYLLgO4yuPAxb5U,68,3046270,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']"
Lenny Kravitz,5gznATMVO85ZcLTkE9ULU7,70,3160492,"['permanent wave', 'rock']"
Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,82,2662053,"['reggaeton', 'trap argentino', 'trap latino', 'urbano latino']"
Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,72,1647654,"['modern blues', 'neo soul', 'soul']"
Leslie Odom Jr.,3cR4rhS2hBWqI7rJEBacvN,71,259487,"['broadway', 'show tunes', 'vocal jazz']"
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,81,12401472,"['pop', 'uk pop']"
Lil Baby,5f7VJjfbwm532GiveGC0ZK,86,17118704,"['atl hip hop', 'atl trap', 'rap', 'trap']"
Lil Darkie,62F9BiUmjqeXbBztCwiX1U,69,1710373,"['glitchcore', 'meme rap']"
Lil Durk,3hcs9uc56yIGFCSy9leWe7,81,7312199,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,74,1536907,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap']"
Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,69,5417504,"['melodic rap', 'rap conscient']"
Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,76,12409407,['lgbtq+ hip hop']
Lil Peep,2kCcBybjl3SAtIcwdWpUe3,83,11821946,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']"
Lil Skies,7d3WFRME3vBY2cgoP38RDo,68,4999955,['melodic rap']
Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,81,7161463,"['melodic rap', 'pluggnb', 'rap']"
Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,78,8241040,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']"
Lil Tracy,5g63iWaMJ2UrkZMkCC8dMi,71,872447,"['cloud rap', 'melodic rap']"
Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,84,16914301,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
Lil Wayne,55Aa2cqylxrFIXC767Z865,86,14355268,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Lil Yachty,6icQOAFXDZKsumw3YXyusw,80,9795780,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
Lily-Rose Depp,1pBLC0qVRTB5zVMuteQ9jJ,78,103702,['pop']
Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,76,5827136,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
Lin-Manuel Miranda,4aXXDj9aZnlshx7mzj3W1N,73,635618,"['broadway', 'show tunes']"
Linda Martell,78adFi9EyRkMh3CTIatrV9,65,9622,['swamp rock']
Linkin Park,6XyY86QOPPrYVGvF9ch6wz,86,25072518,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
Little Big Town,3CygdxquGHurS7f9LjNLkv,62,2747711,"['contemporary country', 'country', 'country dawn', 'country road']"
Little Mix,3e7awlrlDSwF3iM0WBjGMp,74,11804210,"['girl group', 'pop', 'talent show', 'uk pop']"
Little Symphony,4SCWiQbJCMTHK737aNUqBJ,71,21910,"['calming instrumental', 'organic ambient']"
Livingston,2fPsJqR6zfoHatC1eFr0eQ,69,554496,['singer-songwriter pop']
Lizzo,56oDRnqbIiwx4mymNEv7dS,71,5708979,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
Lizzy McAlpine,1GmsPCcpKgF9OhlNXjOsbS,75,885703,"['alt z', 'boston folk', 'indie pop', 'singer-songwriter pop']"
Lloyd,1Xfmvd48oOhEWkscWyEbh9,66,2253099,"['hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
Lofi Fruits Music,1dABGukgZ8XKKOdd2rVSHM,70,941713,"['lo-fi cover', 'lo-fi product']"
Logic,4xRYI6VqpkE3UwrDrAZL8L,74,6005909,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
London Symphony Orchestra,5yxyJsFanEAuwSM5kOuZKc,73,295226,"['british orchestra', 'classical', 'orchestra']"
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,76,1531539,"['indie folk', 'stomp and holler']"
Lorde,163tK9Wjr9P9DmM0AVK7lm,76,9935280,"['art pop', 'metropopolis', 'nz pop', 'pop']"
Los Alegres Del Barranco,2TSslwx9J30KElgEr68sdv,68,918958,"['corrido', 'musica mexicana', 'norteno', 'sierreno']"
Los Bukis,16kOCiqZ1auY4sokSeZuKf,74,4002800,"['grupera', 'gruperas inmortales', 'musica mexicana']"
Los Cadetes De Linares,1iIxNEvPPmdFIIP0tdpw6G,70,2482378,"['banda', 'corridos clasicos', 'musica mexicana', 'norteno']"
Los Caminantes,6ziEnj8UydSg8dr68C3aut,67,1985574,"['grupera', 'gruperas inmortales', 'musica mexicana', 'norteno', 'ranchera']"
Los Dareyes De La Sierra,1ZMJSCQw8DIefcLb1FIpY0,74,984980,"['classic sierreno', 'corrido', 'corridos tumbados', 'musica mexicana', 'sierreno']"
Los Dos Carnales,25UNJbwGZSQKvz5cPLWlv3,72,2818371,"['corrido', 'musica mexicana', 'norteno', 'sierreno']"
Los Gemelos De Sinaloa,1Zkxm1dM3HI3QkTmxUEVQA,67,772262,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']"
Los Inquietos Del Norte,0pgvlX0BkfmeirXTDiNmya,70,1556132,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']"
Los Invasores De Nuevo León,5CGtBYmVPeLhI1kM2Fn9Gv,71,1959123,"['banda', 'musica mexicana', 'norteno']"
Los Primos del Este,5MEewKjCN4Dw20OFV2IGMo,65,270988,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']"
Los Rehenes,5IaAggho4F1gWHE5REe1e8,66,1146050,"['grupera', 'gruperas inmortales', 'musica mexicana', 'norteno']"
Los Temerarios,3YbOSxo85kla7RID8ugnW3,80,4380763,"['grupera', 'musica mexicana']"
Los Tigres Del Norte,3hYtANQYrE6pd2PbtEyTIy,77,5440045,"['banda', 'musica mexicana', 'norteno', 'ranchera']"
Los Tucanes De Tijuana,014WIDx7H4BRCHB1faiisK,75,2970432,"['banda', 'corrido', 'musica bajacaliforniana', 'musica mexicana', 'norteno']"
Los Ángeles Azules,0ZCO8oVkMj897cKgFH7fRW,76,7223105,"['gruperas inmortales', 'musica mexicana', 'nu-cumbia', 'ranchera', 'tropical']"
Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,77,2778859,"['belgian edm', 'edm', 'pop dance', 'tropical house']"
Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ,69,656593,"['edm', 'pop dance', 'uk dance']"
Louis Armstrong,19eLuQmk9aCobbVDHc6eek,70,2850116,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']"
Luar La L,4axKuDPr6WKcDCyh8vueTY,76,1017038,"['trap latino', 'urbano latino']"
Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,70,488276,['indie pop']
Ludacris,3ipn9JLAPI5GUEo4y4jcoi,77,2865787,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Ludovico Einaudi,2uFUBdaVGtyMqckSeCl0Qj,79,3376391,"['compositional ambient', 'neo-classical']"
Ludwig Göransson,24eDfi2MSYo3A87hCcgpIL,68,312369,"['nordic soundtrack', 'orchestral soundtrack', 'soundtrack']"
Ludwig van Beethoven,2wOqMjp9TyABvtHdOSOTUS,72,5187870,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,74,10490043,"['latin pop', 'puerto rican pop']"
Luis Miguel,2nszmSgqreHSdJA3zWPyrW,82,15060466,"['bolero', 'latin pop']"
Luis R Conriquez,0pePYDrJGk8gqMRbXrLJC8,83,4770285,"['corrido', 'corridos tumbados', 'norteno', 'sad sierreno', 'sierreno']"
Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,76,8515794,"['contemporary country', 'country', 'country road', 'modern country rock']"
Luke Combs,718COspgdWOnwOFpJHRZHS,84,10300469,"['contemporary country', 'country']"
Lumi Athena,1TTHC3GlNDaE5eVoC3BVxm,73,1147186,"['sigilkore', 'sped up']"
Lunay,47MpMsUfWtgyIIBEFOr4FE,73,9369810,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,67,1855559,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
Lyanno,1Ts9of7VPZElwPQnqnDSfW,72,1338977,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
Lykke Li,6oBm8HB0yfrIc9IHbxs6in,69,1841880,"['electropop', 'indietronica', 'neo-synthpop', 'swedish electropop', 'swedish indie pop', 'swedish pop']"
Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,73,5038304,"['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock']"
M.I.A.,0QJIPDAEDILuo8AIq3pMuU,67,1306001,"['escape room', 'indietronica', 'new rave']"
M83,63MQldklfxkjYDoUE4Tppz,71,2327217,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']"
MARINA,6CwfuxIqcltXDGjfZsMd9A,72,5328075,"['metropopolis', 'pop', 'pov: indie', 'uk alternative pop']"
MAX,1bqxdqvUtPWZri43cKHac8,70,898873,"['singer-songwriter pop', 'teen pop', 'viral pop']"
MC PH,4PLdCloYxu2bMKfuuB9lI5,81,1904007,"['funk consciente', 'funk paulista']"
MC Ryan SP,75i9GaW2MJUgt4BkdUnuUY,83,4494718,['funk paulista']
MEDUZA,0xRXCcSX89eobfrshSVdyu,76,743168,"['edm', 'pop dance', 'pop house', 'uk dance']"
MF DOOM,2pAWfrd7WFF3XhVt9GooDL,76,2840447,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'instrumental hip hop', 'rap']"
MGMT,0SwO7SWeDHJijQ3XNS7xEE,75,3044635,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']"
MKTO,2l35CQqtYRh3d8ZIiBep4v,66,1053097,"['pop', 'post-teen pop']"
Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,80,5625982,"['edmonton indie', 'lo-fi indie', 'pov: indie']"
Mac Miller,4LLpKhyESsyAXpc4laK94U,82,10238326,"['hip hop', 'pittsburgh rap', 'rap']"
Macklemore,3JhNCzhSMTxs9WLGJJxWOY,77,2147096,"['pop rap', 'seattle hip hop']"
Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,74,2523336,"['pop rap', 'seattle hip hop']"
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,75,6399692,['pop']
Madlib,5LhTec3c7dcqBvpLRWbMcf,68,474515,"['abstract hip hop', 'alternative hip hop', 'hip hop', 'instrumental hip hop', 'psychedelic hip hop']"
Madonna,6tbjWDEIzxoDsBA1FuhfPW,81,7613494,"['dance pop', 'pop']"
Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,71,1064562,['indie pop']
Majid Jordan,4HzKw8XcD0piJmDrrPRCYk,68,943815,"['canadian contemporary r&b', 'canadian hip hop']"
Major Lazer,738wLrAtLtCtFOLvQBXOXp,77,6121554,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']"
Maluma,1r4hJ1h58CWwUQe3MxPuau,85,33597460,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
Mambo Kingz,2T1aUibqR2QC2sINIDQOAK,76,297379,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,83,13478833,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
Maná,7okwEbXzyT2VffBmyQBWLz,78,10656307,"['latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']"
Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,76,9491155,"['latin pop', 'modern salsa', 'salsa', 'tropical']"
Marca MP,44mEtidu0VdRkIqO4IbkNa,68,2413220,"['corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']"
Marco Antonio Solís,3tJnB0s6c3oXPq1SCCavnd,75,6900303,"['grupera', 'latin pop', 'musica mexicana', 'ranchera']"
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,70,793588,"['classic texas country', 'contemporary country']"
Maria Becerra,1DxLCyH42yaHKGK3cl5bvG,81,6134797,['pop argentino']
Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,77,9778671,"['dance pop', 'pop', 'urban contemporary']"
Mariah the Scientist,7HO5fOXE4gh3lzZn64tX2E,66,384082,['alternative r&b']
Marilyn Manson,2VYQTNDsvvKN9wmU5W7xpj,70,4256946,"['alternative metal', 'hard rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']"
Mario,20s0P9QLxGqKuCsGwFsp7w,68,3358286,"['dance pop', 'r&b', 'southern hip hop', 'urban contemporary']"
Mark Ambor,11p2E654TTU8e0nZWBR4AL,73,281072,['singer-songwriter pop']
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,75,1065522,['pop soul']
Maroon 5,04gDigrS5kc9YWfZHwBETP,85,41233218,['pop']
Marshmello,64KEffDW9EtZ1y2vBYgq8T,84,33626356,"['brostep', 'edm', 'pop', 'progressive electro house']"
Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,76,14993554,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']"
Marvin Gaye,3koiLjNrgRTNbOwViDipeA,74,5255505,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']"
Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,71,3755457,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Marília Mendonça,1yR65psqiazQpeM79CcGh8,79,32986513,"['arrocha', 'sertanejo', 'sertanejo universitario']"
Masego,3ycxRkcZ67ALN3GQJ57Vig,73,1344614,"['alternative r&b', 'indie soul']"
Matchbox Twenty,3Ngh2zDBRPEriyxQDAMKd1,67,2457097,"['neo mellow', 'pop rock', 'post-grunge']"
Matt Hansen,6wlhqnATSJIc0NQ64VxOVJ,69,431623,"['gen z singer-songwriter', 'singer-songwriter pop']"
Matt Maltese,12j6dJrPXanCBwY599pZxf,69,535450,"['indie anthem-folk', 'indie pop', 'pov: indie']"
Maverick City Music,58r1rB5t3VF5X6yXGPequV,71,1698690,"['sda a cappella', 'worship']"
Max Richter,2VZNmg4vCnew4Pavo8zDdW,72,966168,"['compositional ambient', 'post-minimalism']"
Mazzy Star,37w38cCSGgKLdayTRjna4W,68,1232689,"['dream pop', 'melancholia', 'shoegaze', 'slowcore']"
Mc Gw,0f1IECbrVV952unZkzrsg2,79,1476472,"['funk carioca', 'funk mtg', 'funk paulista', 'funk rj']"
Mc IG,2q9wk5fkeU2C9CgCKdh4AN,82,3371797,"['funk carioca', 'funk consciente', 'funk mtg', 'funk paulista']"
Meek Mill,20sxb77xiYeusSH8cVdatc,74,7768247,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Megadeth,1Yox196W7bzVNZI7RBaPnf,70,5213022,"['alternative metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']"
Megan Moroney,5Ppie0uPnbnvGBYRwYmlt0,69,298067,"['contemporary country', 'modern country pop']"
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,79,8899688,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,78,14731286,"['hip pop', 'pop']"
Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,81,19826226,"['alt z', 'electropop', 'pop']"
Men I Trust,3zmfs9cQwzJl575W1ZYXeT,71,1760718,"['indie pop', 'pov: indie']"
MercyMe,6APm8EjxOHSYM5B4i3vT3q,63,1755725,"['ccm', 'christian alternative rock', 'christian indie', 'christian music']"
Metallica,2ye2Wgw4gimLv2eAKyk1NB,82,26800918,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
Method Man,4VmEWwd8y9MCLwexFMdpwt,70,2112622,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,93,7669619,"['hip hop', 'rap']"
Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,74,6185968,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']"
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,83,30387404,"['r&b', 'soul']"
Midland,1DTZRmlVZBxx2wRQBtx6yi,62,287309,"['classic texas country', 'neo-traditional country']"
Migos,6oMuImdp5ZcFhWP0ESe6mG,76,13688016,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Miguel,360IAlyVv4PCEVjgyMZrxK,79,4987559,"['r&b', 'urban contemporary']"
Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,70,1354268,"['dance pop', 'pop', 'pop dance', 'pop rap']"
Mike Sherm,3tqosLbNFNekyZyO2KJ6qd,66,538771,['cali rap']
Mike WiLL Made-It,0NWbwDZY1VkRqFafuQm6wk,68,1559655,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
Mikky Ekko,1buzCmyYZE4kcdLRudsb8V,67,134396,['nashville indie']
Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,86,23613573,['pop']
Milky Chance,1hzfo8twXdOegF3xireCYs,73,1903254,"['german pop', 'modern rock']"
Milli Hughes,5qq6C4dNld3AWHbh2WaNAR,68,1352,['white noise']
Milo j,19HM5j0ULGSmEoRcrSe5x3,82,2983231,"['trap argentino', 'trap latino', 'urbano latino']"
Mindless Self Indulgence,5R5MLOQbI4lb7GHYioPqoN,66,955800,"['dance-punk', 'pov: indie']"
Miracle Tones,4rXABp4A7KjG9elWFNAbO4,81,162885,"['healing hz', 'meditation']"
Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0,69,3536354,"['contemporary country', 'country', 'country dawn', 'country road']"
Missy Elliott,2wIVse2owClT7go1WT98tk,71,2421607,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']"
Mitchell Tenpenny,1p6CdzJRoicjRcSdWoB9Qc,64,500677,"['contemporary country', 'country road', 'heartland rock', 'modern country rock']"
Mitski,2uYWxilOVlUdk4oV9DvwqK,84,7459669,"['brooklyn indie', 'pov: indie']"
Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,65,1441121,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'washington indie']"
Mon Laferte,4boI7bJtmB1L3b1cuL75Zr,74,6803784,['latin alternative']
Money Man,3Rx4PJ7SP6unkOk5elPUK7,69,614991,"['memphis hip hop', 'southern hip hop', 'trap']"
Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,76,4394089,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
Montell Fish,5nvWOyAkfNgVLKESq4fOj2,76,1420228,['pittsburgh rap']
Mora,0Q8NcsJwoCbZOHHW63su5S,83,4596427,"['trap latino', 'urbano latino']"
Morad,4az97MtWmBQ5Db3GfDh9j9,81,2897784,"['drill espanol', 'urbano espanol']"
Morat,5C4PDR4LnhZTbVnKWXuDKD,82,10870613,"['colombian pop', 'latin viral pop']"
Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,88,9015449,['contemporary country']
Mother Mother,0e86yPdC41PGRkLp2Q1Bph,73,3920524,"['canadian indie rock', 'pov: indie', 'vancouver indie']"
Motionless In White,6MwPCCR936cYfM1dLsGVnl,69,1564611,"['alternative metal', 'metalcore']"
Mozzy,4AA474G2hRfrHyGrfyDseO,62,781196,"['cali rap', 'sacramento hip hop']"
Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,73,2800248,"['alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap', 'r&b']"
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,70,484146,"['pov: indie', 'stomp and holler']"
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,72,6360102,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']"
Muni Long,7tjVFCxJdwT4NdrTmjyjQ6,73,469259,['indie r&b']
Murilo Huff,3hq7WoPJsrRP0KMSLhUgRz,76,1131137,"['arrocha', 'sertanejo', 'sertanejo universitario']"
Muscadine Bloodline,0EyZDKtc41e4A3a3v69MxD,64,249230,['modern country pop']
Muse,12Chz98pHFMPJEknJQMWvI,75,7707875,"['alternative rock', 'modern rock', 'permanent wave', 'rock']"
Mustard,0YinUQ50QDB7ZxSCLyQ40k,71,1168176,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,77,8354640,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']"
Myke Towers,7iK8PXO48WeuP03g8YR51W,88,14414668,"['reggaeton', 'trap latino', 'urbano latino']"
MØ,0bdfiayQAKewqEvaU6rXCv,72,1442397,"['dance pop', 'danish pop', 'electropop', 'pop dance']"
Måneskin,0lAWpj5szCSwM4rUMHYmrr,80,8861464,"['indie rock italiano', 'italian pop']"
Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,71,5050218,"['album rock', 'alternative metal', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']"
NATTI NATASHA,1GDbiv3spRmZ1XdM1jQbT7,73,9853973,"['latin pop', 'rap latina', 'reggaeton', 'urbano latino']"
NAV,7rkW85dBwwrJtlHRDkJDAC,72,3440482,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']"
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,76,7640201,['k-pop boy group']
NEEDTOBREATHE,610EjgFatGvVPtib97jQ8G,63,818715,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop']"
NF,6fOMl44jA4Sp5b9PpYCkzz,79,9698169,"['hip hop', 'pop rap']"
