artist_name,artist_id,genre,artist_popularity,artist_n_followers,song_name,song_id,song_duration_min,song_popularity,song_artists,album_name,album_year_release,album_month_release,album_day_release
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,rap,83,13770827,Sundress,2aPTvyE09vUCRwVvj0I8WK,2.64,83,['A$AP Rocky'],Sundress,2018,11,20
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,rap,83,13770827,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",6Ec5LeRzkisa5KJtwLfOoW,4.27,79,['Metro Boomin'],METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),2023,06,02
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,rap,83,13770827,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",2N3U8uTYhjX2KwGT0pf5x0,4.35,78,['A$AP Rocky'],AT.LONG.LAST.A$AP,2015,05,26
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,rap,83,13770827,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",4X5f3vT8MRuXF68pfjNte5,3.9,77,['A$AP Rocky'],LONG.LIVE.A$AP (Deluxe Version),2013,,
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,rap,83,13770827,Fashion Killa,0O3TAouZE4vL9dM5SyxgvH,3.94,75,['A$AP Rocky'],LONG.LIVE.A$AP (Deluxe Version),2013,,
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,rap,83,13770827,Lord Pretty Flacko Jodye 2 (LPFJ2),1j6kDJttn6wbVyMaM42Nxm,2.12,74,['A$AP Rocky'],AT.LONG.LAST.A$AP,2015,05,26
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,rap,83,13770827,Jukebox Joints (feat. Joe Fox & Kanye West),2gAGWaK4wvt2xrFUlR4mK8,5.4,74,['A$AP Rocky'],AT.LONG.LAST.A$AP,2015,05,26
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,rap,83,13770827,LVL,787rCZF9i4L1cXGMkdyIk4,3.67,73,['A$AP Rocky'],LONG.LIVE.A$AP (Deluxe Version),2013,,
AC/DC,711MCceyCBcFnzjGY4Q7Un,rock,82,28064516,Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,3.47,87,['AC/DC'],Highway to Hell,1979,07,27
AC/DC,711MCceyCBcFnzjGY4Q7Un,rock,82,28064516,Thunderstruck,57bgtoPSgt236HzfBOd8kj,4.88,86,['AC/DC'],The Razors Edge,1990,09,24
AC/DC,711MCceyCBcFnzjGY4Q7Un,rock,82,28064516,You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,3.5,85,['AC/DC'],Back In Black,1980,07,25
AC/DC,711MCceyCBcFnzjGY4Q7Un,rock,82,28064516,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,4.26,84,['AC/DC'],Back In Black,1980,07,25
AC/DC,711MCceyCBcFnzjGY4Q7Un,rock,82,28064516,T.N.T.,7LRMbd3LEoV5wZJvXT1Lwb,3.58,80,['AC/DC'],High Voltage,1976,05,14
AC/DC,711MCceyCBcFnzjGY4Q7Un,rock,82,28064516,Hells Bells,69QHm3pustz01CJRwdo20z,5.2,76,['AC/DC'],Back In Black,1980,07,25
AC/DC,711MCceyCBcFnzjGY4Q7Un,rock,82,28064516,Shoot to Thrill,0C80GCp0mMuBzLf3EAXqxv,5.29,74,['AC/DC'],Back In Black,1980,07,25
AC/DC,711MCceyCBcFnzjGY4Q7Un,rock,82,28064516,Dirty Deeds Done Dirt Cheap,2d4e45fmUnguxh6yqC7gNT,3.87,74,['AC/DC'],Dirty Deeds Done Dirt Cheap,1976,09,20
AC/DC,711MCceyCBcFnzjGY4Q7Un,rock,82,28064516,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),7nemcVsXVFZF01iqpIIo2Y,5.02,73,['AC/DC'],High Voltage,1976,05,14
AC/DC,711MCceyCBcFnzjGY4Q7Un,rock,82,28064516,Rock N Roll Train,4feXJ5IC3avXsVW9WNFSag,4.36,71,['AC/DC'],Black Ice,2008,10,20
AFROJACK,4D75GcNG95ebPtNvoNVXhz,dance pop,73,3878605,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Afrojack Remix",5Nc6m1EVQmz5vIlM4ukE4I,3.28,31,['David Guetta'],"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",2015,05,12
AFROJACK,4D75GcNG95ebPtNvoNVXhz,dance pop,73,3878605,Maldito Alcohol (Pitbull vs. Afrojack),5VtRjcZYvXj1VdT3FWG3ZD,3.36,52,['Pitbull'],I Am Armando - Armando Reloaded,2010,,
AFROJACK,4D75GcNG95ebPtNvoNVXhz,dance pop,73,3878605,Ten Feet Tall,2ldAdghnrO34HPcZ0IWfTu,3.82,60,['AFROJACK'],Forget The World (Deluxe),2014,01,01
AFROJACK,4D75GcNG95ebPtNvoNVXhz,dance pop,73,3878605,Anywhere With You,3wfNiPBrzDwuanE75Ar6pS,2.65,59,"['AFROJACK', 'Lucas & Steve', 'DubVision']",Anywhere With You,2021,12,17
AFROJACK,4D75GcNG95ebPtNvoNVXhz,dance pop,73,3878605,Take Over Control (feat. Eva Simons) - Radio Edit,5DdDbJvoaT8fqQMJkiGg4T,3.48,57,"['AFROJACK', 'Eva Simons']",Take Over Control (feat. Eva Simons) [Radio Edit],2010,08,12
AFROJACK,4D75GcNG95ebPtNvoNVXhz,dance pop,73,3878605,Sad (feat. Afrojack),4ESPuOrSsRcBISzcMlzmY5,2.69,58,"['Chico Rose', 'AFROJACK']",Sad (feat. Afrojack),2019,08,30
AFROJACK,4D75GcNG95ebPtNvoNVXhz,dance pop,73,3878605,Boom Boom Pow,4S2qrsdY4BF0T5UFQLtqoU,3.09,56,"['Zafrir', 'AFROJACK']",Boom Boom Pow,2021,03,12
AFROJACK,4D75GcNG95ebPtNvoNVXhz,dance pop,73,3878605,Up All Night (feat. Afrojack),5k1uIPpsHmnbWFr4nbpdYb,2.68,56,"['VINAI', 'Hard Lights', 'AFROJACK']",Up All Night (feat. Afrojack),2020,10,09
AJR,6s22t5Y3prQHyaHWUN1R1C,pov: indie,73,3270510,World's Smallest Violin,2GujK1FWxxOZ118PaWNgbZ,3.01,68,['AJR'],OK ORCHESTRA,2021,03,26
AJR,6s22t5Y3prQHyaHWUN1R1C,pov: indie,73,3270510,Bang!,4SQLQfcR0vhyIN4uPBlc0d,2.85,71,['AJR'],OK ORCHESTRA,2021,03,26
AJR,6s22t5Y3prQHyaHWUN1R1C,pov: indie,73,3270510,Yes I'm A Mess,3LDNcikQd7Zui9gJCISTtR,2.75,70,['AJR'],The Maybe Man,2023,11,10
AJR,6s22t5Y3prQHyaHWUN1R1C,pov: indie,73,3270510,Burn The House Down,2QKLrgXNQtK2c8QbLRO3XC,3.54,68,['AJR'],The Click (Deluxe Edition),2019,10,18
AJR,6s22t5Y3prQHyaHWUN1R1C,pov: indie,73,3270510,Weak,2sVcBaVtBPM9vIFk1Jnbw8,3.35,65,['AJR'],The Click,2017,06,09
AJR,6s22t5Y3prQHyaHWUN1R1C,pov: indie,73,3270510,Inertia,2IA1ctUxjk865QW3CpIuZk,3.68,67,['AJR'],The Maybe Man,2023,11,10
AJR,6s22t5Y3prQHyaHWUN1R1C,pov: indie,73,3270510,100 Bad Days,4rnyUV17cSZGsz18xJNdjL,3.55,63,['AJR'],Neotheater,2019,04,26
AJR,6s22t5Y3prQHyaHWUN1R1C,pov: indie,73,3270510,Sober Up (feat. Rivers Cuomo),5tf8NV1rHghYymjIqeKMus,3.65,63,['AJR'],The Click,2017,06,09
AJR,6s22t5Y3prQHyaHWUN1R1C,pov: indie,73,3270510,Record Player,7Gk8IPlFTLUcoIH3mtASI0,2.49,63,['Daisy the Great'],All You Need Is Time (Deluxe Edition),2022,10,27
AJR,6s22t5Y3prQHyaHWUN1R1C,pov: indie,73,3270510,The Good Part,44B9xspO3RycWjEJ3D8cKl,3.79,58,['AJR'],The Click,2017,06,09
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,dance pop,67,4240843,Are You That Somebody,3PqAnW2bB5TQnMoBivyFOb,4.43,71,['Aaliyah'],I Care 4 U,2002,12,10
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,dance pop,67,4240843,Try Again,6Wnlq1Pu3I0BajLvxn05Vr,4.74,68,['Aaliyah'],Aaliyah,2001,07,07
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,dance pop,67,4240843,One In A Million,6gdhHMWUv1pvkOHqCUGvCp,4.51,69,['Aaliyah'],One In A Million,1996,08,27
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,dance pop,67,4240843,Rock The Boat,0qvlhVNm7L5IWabWF5hlEL,4.58,69,['Aaliyah'],Aaliyah,2001,07,07
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,dance pop,67,4240843,I Don't Wanna,5J1LBuPcII426fjeXy8Bv1,4.28,64,['Aaliyah'],Ultimate Aaliyah,2005,05,10
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,dance pop,67,4240843,At Your Best (You Are Love),4lRrk574qIHpoEEKC1zuam,4.86,64,['Aaliyah'],Age Ain't Nothing But A Number,1994,05,22
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,dance pop,67,4240843,Age Ain't Nothing But a Number,2hMk3VNicbCoV8I81m7Z3q,4.23,63,['Aaliyah'],Age Ain't Nothing But A Number,1994,05,22
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,dance pop,67,4240843,More Than A Woman,4x2YdtTppdbL4kHPOjaunq,3.83,61,['Aaliyah'],Aaliyah,2001,07,07
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,dance pop,67,4240843,Back & Forth,45wneA2j0Z0WMnYNDO6Ad0,3.85,61,['Aaliyah'],Age Ain't Nothing But A Number,1994,05,22
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,dance pop,67,4240843,Miss You,0tr492xughUjNeqSDDD5nK,4.09,61,['Aaliyah'],I Care 4 U,2002,12,10
Adele,4dpARuHxo51G3z768sgnrY,pop,85,54710372,Set Fire to the Rain,73CMRj62VK8nUS4ezD2wvi,4.05,80,['Adele'],21,2011,01,24
Adele,4dpARuHxo51G3z768sgnrY,pop,85,54710372,Rolling in the Deep,1c8gk2PeTE04A1pIDH9YMk,3.8,80,['Adele'],21,2011,01,24
Adele,4dpARuHxo51G3z768sgnrY,pop,85,54710372,Easy On Me,46IZ0fSY2mpAiktS3KOqds,3.74,80,['Adele'],30,2021,11,19
Adele,4dpARuHxo51G3z768sgnrY,pop,85,54710372,Someone Like You,1zwMYTA5nlNjZxYrvBB2pV,4.75,79,['Adele'],21,2011,01,24
Adele,4dpARuHxo51G3z768sgnrY,pop,85,54710372,Skyfall,6VObnIkLVruX4UVyxWhlqm,4.77,85,['Adele'],Skyfall,2012,10,04
Adele,4dpARuHxo51G3z768sgnrY,pop,85,54710372,Love In The Dark,7B5Npv8NjjTCzk8PLpU66h,4.77,74,['Adele'],25,2015,11,20
Adele,4dpARuHxo51G3z768sgnrY,pop,85,54710372,When We Were Young,7GgWAITsYJaRM3r50rfh5w,4.85,73,['Adele'],25,2015,11,20
Adele,4dpARuHxo51G3z768sgnrY,pop,85,54710372,Make You Feel My Love,5FgPwJ7Nh2FVmIXviKl2VF,3.53,73,['Adele'],19,2008,01,28
Adele,4dpARuHxo51G3z768sgnrY,pop,85,54710372,Hello,62PaSfnXSMyLshYJrlTuL3,4.93,73,['Adele'],25,2015,11,20
Adele,4dpARuHxo51G3z768sgnrY,pop,85,54710372,Chasing Pavements,56pHllZT7QOacB0bP56ofx,3.51,71,['Adele'],19,2008,01,28
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,indie pop,68,325083,anything,4PwWESSlTwzvw9B7bmtTLS,3.37,73,['Adrianne Lenker'],songs,2020,10,23
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,indie pop,68,325083,"not a lot, just forever",11hEwcy9LMEvzAlOYAFhkK,4.17,69,['Adrianne Lenker'],songs,2020,10,23
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,indie pop,68,325083,Sadness As A Gift,1UpXhetX1s5OXTY5fRjWvu,4.32,62,['Adrianne Lenker'],Bright Future,2024,03,22
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,indie pop,68,325083,Free Treasure,3zGhR60NOVSgtzNEQNcHav,3.59,63,['Adrianne Lenker'],Bright Future,2024,03,22
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,indie pop,68,325083,Fool,4jGfNIAPEJNpHoGm4r5znR,2.91,61,['Adrianne Lenker'],Bright Future,2024,03,22
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,indie pop,68,325083,half return,1i8dJGpKO0xQiKGCVslJqB,2.15,63,['Adrianne Lenker'],songs,2020,10,23
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,indie pop,68,325083,Vampire Empire,2DSxUFEL5v1YT8CwYzhWyf,3.92,61,['Adrianne Lenker'],Bright Future,2024,03,22
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,indie pop,68,325083,Ruined,3cGZNocKeVtXgjugVYuMyi,4.55,56,['Adrianne Lenker'],Bright Future,2024,03,22
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,indie pop,68,325083,No Machine,07LZPF6LzXu19GhVyqWF81,3.01,60,['Adrianne Lenker'],Bright Future,2024,03,22
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,indie pop,68,325083,Jonathan,1Pfc1Qpj0s9vQumI0JvpBp,2.15,60,"['Adrianne Lenker', 'Buck Meek']",a-sides,2014,05,01
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock,75,14060927,Dream On,1xsYj84j7hUDDnTTerGWlH,4.46,83,['Aerosmith'],Aerosmith,1973,01,05
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock,75,14060927,"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",5qlJg0Wbj3sslxfwiaRNpq,5.0,76,['Aerosmith'],I Don't Want To Miss A Thing EP,1998,08,18
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock,75,14060927,Walk This Way,4JfuiOWlWCkjP6OKurHjSn,3.67,75,['Aerosmith'],Toys In The Attic,1975,04,08
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock,75,14060927,Crazy,3QxKpdTB8ZSFn8MGeCCpsQ,5.28,75,['Aerosmith'],Get A Grip,1993,01,01
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock,75,14060927,Sweet Emotion,73TxYZd0lBCVRrHawrAglA,4.57,75,['Aerosmith'],Toys In The Attic,1975,04,08
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock,75,14060927,Cryin',4t1fWWJQs5V9YErfsrDslC,5.14,72,['Aerosmith'],Get A Grip,1993,01,01
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock,75,14060927,Dude (Looks Like A Lady),6gQUbFwwdYXlKdmqRoWKJe,4.43,70,['Aerosmith'],Permanent Vacation,1987,01,01
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock,75,14060927,Amazing,60a5c4dDARPsksClcom0OD,5.93,66,['Aerosmith'],Get A Grip,1993,01,01
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock,75,14060927,Janie's Got A Gun,5fMwvrqujbQjUxcNPcYrUF,5.51,63,['Aerosmith'],Big Ones,1994,01,01
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock,75,14060927,Angel,3kfXUGIdBNpyr2gBvU3Guj,5.15,64,['Aerosmith'],Permanent Vacation,1987,01,01
Akon,0z4gvV4rjIZ9wHck67ucSV,dance pop,81,4396229,Smack That,2kQuhkFX7uSVepCD3h29g5,3.54,85,['Akon'],Konvicted,2006,01,01
Akon,0z4gvV4rjIZ9wHck67ucSV,dance pop,81,4396229,Lonely,4v7DCN09hgXkKazefkznDQ,3.93,78,['Akon'],Trouble Deluxe Edition,2005,01,01
Akon,0z4gvV4rjIZ9wHck67ucSV,dance pop,81,4396229,Right Now (Na Na Na),5Ravsw8TmHN5wBiYPPYUFw,4.01,78,['Akon'],Freedom,2008,01,01
Akon,0z4gvV4rjIZ9wHck67ucSV,dance pop,81,4396229,I Wanna Love You,0CXVjQI9wsqaGeIARkkpYc,4.12,76,['Akon'],Konvicted,2006,01,01
Akon,0z4gvV4rjIZ9wHck67ucSV,dance pop,81,4396229,Don't Matter,7I6DceMT3utDOHjcYCbrr4,4.88,76,['Akon'],Konvicted,2006,01,01
Akon,0z4gvV4rjIZ9wHck67ucSV,dance pop,81,4396229,Chammak Challo,0EH7sgeiFqDa3eS7ieW2zs,3.78,73,['Vishal-Shekhar'],Ra-One,2011,09,16
Akon,0z4gvV4rjIZ9wHck67ucSV,dance pop,81,4396229,Beautiful,1GLx5tpDdwEFiA7KaikvX2,5.22,71,['Akon'],Freedom,2008,01,01
Akon,0z4gvV4rjIZ9wHck67ucSV,dance pop,81,4396229,Locked Up,48EQasc6XD0pOQtkIOWqOC,3.92,68,['Akon'],Trouble Deluxe Edition,2005,01,01
Akon,0z4gvV4rjIZ9wHck67ucSV,dance pop,81,4396229,"Sorry, Blame It On Me",61BqwgSRTyWH9M4uPjsC3B,4.93,67,['Akon'],Konvicted (Complete Edition),2022,03,04
Akon,0z4gvV4rjIZ9wHck67ucSV,dance pop,81,4396229,Bananza (Belly Dancer),1bqZ94bPrrHyIpYux7rVj7,3.97,56,['Akon'],Trouble,2006,01,01
Al Green,3dkbV4qihUeMsqN4vBGg93,soul,66,1931658,Let's Stay Together,63xdwScd1Ai1GigAwQxE8y,3.32,78,['Al Green'],Let's Stay Together,1972,,
Al Green,3dkbV4qihUeMsqN4vBGg93,soul,66,1931658,Tired of Being Alone,10vkYRKw6Jjr7try1ir50G,2.87,71,['Al Green'],Gets Next to You,1971,08,14
Al Green,3dkbV4qihUeMsqN4vBGg93,soul,66,1931658,Love and Happiness,6SMHgPgNkhe9lneNTbgtel,5.12,64,['Al Green'],I'm Still in Love with You,1972,10,23
Al Green,3dkbV4qihUeMsqN4vBGg93,soul,66,1931658,How Can You Mend a Broken Heart,6lUXneXZ9jc3HSMHgd8oqh,6.39,65,['Al Green'],Let's Stay Together,1972,,
Al Green,3dkbV4qihUeMsqN4vBGg93,soul,66,1931658,Take Me to the River,62r1CS9zL1FL5Ilb7hLX7n,3.76,62,['Al Green'],Al Green Explores Your Mind,1974,10,02
Al Green,3dkbV4qihUeMsqN4vBGg93,soul,66,1931658,I'm Still in Love with You,2GEDd9qtGXU7IvGgqTF6Uj,3.19,57,['Al Green'],I'm Still in Love with You,1972,10,23
Al Green,3dkbV4qihUeMsqN4vBGg93,soul,66,1931658,Feel Like I Do,663E41fUIDEnzN7xTnFLT0,3.25,53,['Disclosure'],Moog For Love,2016,06,15
Al Green,3dkbV4qihUeMsqN4vBGg93,soul,66,1931658,L-O-V-E (Love),49qkJtDdi3KHmENFzleve4,3.16,52,['Al Green'],Al Green Is Love,1975,09,19
Al Green,3dkbV4qihUeMsqN4vBGg93,soul,66,1931658,Dream,6ey8HhYmR57lhESTf15RcF,7.48,52,['Al Green'],The Belle Album,1977,,
Al Green,3dkbV4qihUeMsqN4vBGg93,soul,66,1931658,Here I Am (Come and Take Me),20wu6USlvWRghMOvUdfLgE,4.28,50,['Al Green'],Call Me,1973,,
Alabama,6rJqqRce0Kvo2dJUXoHleC,contemporary country,63,1365480,Song of the South,2uX5f3x2cObov0iDAPln4o,3.18,68,['Alabama'],Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,1980,,
Alabama,6rJqqRce0Kvo2dJUXoHleC,contemporary country,63,1365480,I'm in a Hurry (And Don't Know Why),29nNU80zu0vscbrvTi55mG,2.81,66,['Alabama'],Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,1980,,
Alabama,6rJqqRce0Kvo2dJUXoHleC,contemporary country,63,1365480,Dixieland Delight,0bM1z18RQpr61UuI1LemIK,5.37,64,['Alabama'],The Closer You Get...,1983,,
Alabama,6rJqqRce0Kvo2dJUXoHleC,contemporary country,63,1365480,Mountain Music,68SAQUzxfEW1eKxZvhDDEm,3.63,61,['Alabama'],The Essential Alabama 3.0,1980,,
Alabama,6rJqqRce0Kvo2dJUXoHleC,contemporary country,63,1365480,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),4lDHpM8kYUjVScfD8nfQ7A,3.54,57,['Alabama'],Alabama Live,1980,,
Alabama,6rJqqRce0Kvo2dJUXoHleC,contemporary country,63,1365480,High Cotton,2KEu2z1f7TakR3KY4jGLzl,3.01,58,['Alabama'],Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,1980,,
Alabama,6rJqqRce0Kvo2dJUXoHleC,contemporary country,63,1365480,Dixieland Delight - Single Edit,6ZijsJ9Oh0xgOdY0O1xCWN,3.94,57,['Alabama'],The Essential Alabama 3.0,1980,,
Alabama,6rJqqRce0Kvo2dJUXoHleC,contemporary country,63,1365480,Born Country,0MM0VlDZ4n8f7zfkz2MmqZ,3.28,54,['Alabama'],Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,1980,,
Alabama,6rJqqRce0Kvo2dJUXoHleC,contemporary country,63,1365480,Roll On (Eighteen Wheeler),7Fhgor5m0lekhS0jw4jklT,4.42,51,['Alabama'],Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,1980,,
Alabama,6rJqqRce0Kvo2dJUXoHleC,contemporary country,63,1365480,Okie From Muskogee - Live,529x2bhs2op70bGqGOoLk4,1.6,55,['Various Artists'],Okie From Muskogee (Live),2020,11,12
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,pop,76,4976770,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,2.82,86,['Alec Benjamin'],Narrated For You,2018,11,16
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,pop,76,4976770,If We Have Each Other,7pT6WSg4PCt4mr5ZFyUfsF,3.03,78,['Alec Benjamin'],Narrated For You,2018,11,16
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,pop,76,4976770,Water Fountain,4IhKLu7Vk3j2TLmnFPl6To,3.65,75,['Alec Benjamin'],Narrated For You,2018,11,16
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,pop,76,4976770,Devil Doesn’t Bargain,1zu2GKHPJIsUu80SUJX4H4,2.73,74,['Alec Benjamin'],(Un)Commentary,2022,04,15
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,pop,76,4976770,If I Killed Someone For You,0WHi11uzahqpEtPGYCW6oQ,3.09,72,['Alec Benjamin'],Narrated For You,2018,11,16
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,pop,76,4976770,Boy In The Bubble,60cYr5uuMoxvyuIx45rGEW,3.03,69,['Alec Benjamin'],Narrated For You,2018,11,16
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,pop,76,4976770,King Size Bed,5ARG0eQKOYOsFAdFeUuXrm,2.74,68,['Alec Benjamin'],King Size Bed,2024,03,22
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,pop,76,4976770,I Sent My Therapist To Therapy,6ofVkSSWsDcnzRCNwrvpXB,3.02,66,['Alec Benjamin'],I Sent My Therapist To Therapy,2023,12,08
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,pop,76,4976770,Outrunning Karma,2W0AJEbIC2vdZTV2nVSAsg,3.15,66,['Alec Benjamin'],Narrated For You,2018,11,16
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,pop,76,4976770,Let Me Down Slowly (feat. Alessia Cara),1roCmBlcpV7LzsmB7pmCyt,2.82,65,['Alec Benjamin'],Let Me Down Slowly (feat. Alessia Cara),2019,01,07
Alejandro Fernández,6sq1yF0OZEWA4xoXVKW1L9,musica mexicana,75,7389963,Me Dediqué a Perderte,4NUt1fcnO9aQAELBgXq3Kr,3.86,76,['Alejandro Fernández'],A Corazón Abierto,2004,09,01
Alejandro Fernández,6sq1yF0OZEWA4xoXVKW1L9,musica mexicana,75,7389963,Sé Que Te Duele,1OJkKHmXsZVKtWlECdpDAe,3.8,74,['Alejandro Fernández'],Rompiendo Fronteras,2017,01,13
Alejandro Fernández,6sq1yF0OZEWA4xoXVKW1L9,musica mexicana,75,7389963,Cobijas Ajenas,2P06ws9H4jQNJm3Lbo3tZ4,2.67,70,"['Alejandro Fernández', 'Alfredo Olivas']",Cobijas Ajenas,2024,03,15
Alejandro Fernández,6sq1yF0OZEWA4xoXVKW1L9,musica mexicana,75,7389963,Me Hace Tanto Bien,2mDLrugtj3r6XpH3SdlLGB,3.15,69,['Alejandro Fernández'],Dos Mundos - Evolución,2009,01,01
Alejandro Fernández,6sq1yF0OZEWA4xoXVKW1L9,musica mexicana,75,7389963,Como Quien Pierde una Estrella,4tfawx7oL39IUS0GyOlmcP,3.56,67,['Alejandro Fernández'],Que Seas Muy Feliz,1995,,
Alejandro Fernández,6sq1yF0OZEWA4xoXVKW1L9,musica mexicana,75,7389963,Mariposa Traicionera,5YPyuMfaK6GjdFfRaryJak,4.06,67,"['Maná', 'Alejandro Fernández']",Mariposa Traicionera,2021,11,18
Alejandro Fernández,6sq1yF0OZEWA4xoXVKW1L9,musica mexicana,75,7389963,Hoy Tengo Ganas De Ti,0qO4GfXADY9QfgcgtrasT9,4.85,67,['Alejandro Fernández'],Confidencias,2013,01,01
Alejandro Fernández,6sq1yF0OZEWA4xoXVKW1L9,musica mexicana,75,7389963,Caballero,6jrK6Y8d9tvjAjurI4W99u,3.82,65,['Alejandro Fernández'],Hecho En México,2020,02,14
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,latin pop,75,7403087,La tortura,7klcjsUjOT35E862g1BlSC,3.55,51,['Various Artists'],Sanz: Lo que fui es lo que soy (Banda Sonora Original),2018,04,20
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,latin pop,75,7403087,Amiga mía,6kQYMqjobmB8MkWwa9OUyA,4.85,73,['Alejandro Sanz'],Más,1997,,
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,latin pop,75,7403087,Corazón partío,0wQCKR9OFjYu5Kzrk7WivJ,5.72,74,['Alejandro Sanz'],Más,1997,,
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,latin pop,75,7403087,Mi soledad y yo,3GFLbBgMuY2RELNo6tMqOS,5.0,67,['Alejandro Sanz'],Alejandro Sanz 3,1995,09,26
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,latin pop,75,7403087,"Te lo agradezco, pero no (feat. Shakira)",0TSO6afZViXH6OUlIMl6m4,4.56,66,['Alejandro Sanz'],El tren de los momentos,2006,11,07
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,latin pop,75,7403087,Desde cuando,38EI0NudWZT1qFuhEafIHh,3.93,66,['Alejandro Sanz'],Paraiso Express,2009,11,10
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,latin pop,75,7403087,Y sólo se me ocurre amarte,05Zcw1sWmSu3wfbaLTeosp,4.62,67,['Alejandro Sanz'],MTV Unplugged,2001,11,19
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,latin pop,75,7403087,Un Beso en Madrid,351dqwRVsCDniedG9soXSf,2.41,66,['TINI'],TINI TINI TINI,2020,12,03
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,latin pop,75,7403087,Muero,0eJROXHvyjJwaSwavzP7Nr,3.62,60,['Kany García'],El Amor Que Merecemos,2022,05,27
