artist_name,artist_id,genre,artist_popularity,artist_n_followers,song_name,song_id,song_duration_min,song_popularity,song_artists,album_name,album_year_release,album_month_release,album_day_release
Keith Urban,0u2FHSq3ln94y5Q57xazwf,contemporary country,69,5099589,One Too Many,3X7H1FAiWAW937WvsFeMhe,3.4,61,['Keith Urban'],THE SPEED OF NOW Part 1,2020,09,18
Keith Urban,0u2FHSq3ln94y5Q57xazwf,contemporary country,69,5099589,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),7eResoqEJJAVTkQYSqvO3P,3.16,68,['Taylor Swift'],Fearless (Taylor's Version),2021,04,09
Keith Urban,0u2FHSq3ln94y5Q57xazwf,contemporary country,69,5099589,The Fighter,5OUSPcqhYTOzpbXzoEvKim,3.07,61,['Keith Urban'],Ripcord,2016,05,06
Keith Urban,0u2FHSq3ln94y5Q57xazwf,contemporary country,69,5099589,Long Hot Summer,3PY88239tYBnAv5LQoU2oY,4.56,62,['Keith Urban'],Get Closer (Deluxe Version),2010,01,01
Keith Urban,0u2FHSq3ln94y5Q57xazwf,contemporary country,69,5099589,Brown Eyes Baby,5JLf54f83nJrxD4IhFaLl7,3.74,62,['Keith Urban'],Brown Eyes Baby,2022,07,08
Keith Urban,0u2FHSq3ln94y5Q57xazwf,contemporary country,69,5099589,Throw It Back (feat. Keith Urban),4eBaGa3ykdcmrGSKlHrAnV,3.12,53,['BRELAND'],Cross Country,2022,09,09
Keith Urban,0u2FHSq3ln94y5Q57xazwf,contemporary country,69,5099589,Messed Up As Me,4Znwf3U6xJsQrj0UveLpOx,3.27,61,['Keith Urban'],Messed Up As Me,2024,03,01
Keith Urban,0u2FHSq3ln94y5Q57xazwf,contemporary country,69,5099589,Days Go By,2jwaErbghhcia4JqUYWz3g,3.74,59,['Keith Urban'],Be Here,2004,01,01
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,pop,74,10300316,Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,3.15,76,['Kelly Clarkson'],Breakaway,2004,01,17
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,pop,74,10300316,Stronger (What Doesn't Kill You),6D60klaHqbCl9ySc8VcRss,3.7,68,['Kelly Clarkson'],Stronger (Deluxe Version),2011,10,24
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,pop,74,10300316,Because of You,3f3omU8n47Mqyab5nCaGyT,3.66,69,['Kelly Clarkson'],Breakaway,2004,01,17
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,pop,74,10300316,Breakaway,61Qhe2mHSLhUE04QeK4lkD,3.95,63,['Kelly Clarkson'],Breakaway,2004,01,17
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,pop,74,10300316,My Life Would Suck Without You,4Dm32oO01YpIubCHaAtKkN,3.52,68,['Kelly Clarkson'],All I Ever Wanted,2009,03,06
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,pop,74,10300316,Behind These Hazel Eyes,0AKAxdNkwq9ZxRdW1DN9zW,3.32,61,['Kelly Clarkson'],Breakaway,2004,01,17
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,pop,74,10300316,Heartbeat Song,7FC9Lng8iXU081lbigu8m8,3.31,62,['Kelly Clarkson'],Piece By Piece (Deluxe Version),2015,02,27
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,pop,74,10300316,Broken & Beautiful,1Y9cAYTmyWJCcmfqdG2I29,3.65,62,['Kelly Clarkson'],Broken & Beautiful,2019,03,27
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,pop,74,10300316,Underneath the Tree,3YZE5qDV7u1ZD1gZc47ZeR,3.83,53,['Kelly Clarkson'],Wrapped In Red,2013,10,29
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,pop,74,10300316,favorite kind of high,63ZSZznbGQhzJhOHPZ6WkT,2.92,60,['Kelly Clarkson'],chemistry,2023,06,23
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,contemporary country,69,1139357,I Quit Drinking,6OcCk1dbAb7XNHsC098oEM,2.85,70,"['Kelsea Ballerini', 'LANY']",I Quit Drinking,2021,06,09
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,contemporary country,69,1139357,IF YOU GO DOWN (I'M GOIN' DOWN TOO),1jX9wlAgVkAl0fCZqkCI73,2.77,69,['Kelsea Ballerini'],SUBJECT TO CHANGE,2022,09,23
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,contemporary country,69,1139357,Penthouse,5rCt377EMkCJ0D0sldd5t8,3.05,64,['Kelsea Ballerini'],Rolling Up the Welcome Mat,2023,02,14
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,contemporary country,69,1139357,Mountain With A View,3Uq2F5YXXDui1m55h7r6JF,2.97,58,['Kelsea Ballerini'],Rolling Up the Welcome Mat (For Good),2023,08,11
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,contemporary country,69,1139357,Peter Pan,2wqXQjOmQ9KoBm9Ssgt4Fo,3.33,63,['Kelsea Ballerini'],The First Time,2015,05,18
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,contemporary country,69,1139357,Miss Me More,5NfJGBAL9mgFPRQxKJmiX2,3.21,63,['Kelsea Ballerini'],Unapologetically (Deluxe Edition),2018,10,26
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,contemporary country,69,1139357,"Blindsided (Yeah, Sure, Okay)",65eeFF3JE3YytATkV5Ga1Y,2.78,59,['Kelsea Ballerini'],Rolling Up the Welcome Mat (For Good),2023,08,11
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,contemporary country,69,1139357,Love Me Like You Mean It (Reimagined),5GcrERs8LWD910w4AVXFub,2.99,61,['Kelsea Ballerini'],Love Me Like You Mean It (Reimagined),2024,04,05
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,rap,90,27514243,Money Trees,2HbKqm4o0w5wEeEFXm2sD4,6.45,80,['Kendrick Lamar'],"good kid, m.A.A.d city",2012,,
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,rap,90,27514243,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,2.95,85,['Kendrick Lamar'],DAMN.,2017,04,14
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,rap,90,27514243,LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,3.56,84,['Kendrick Lamar'],DAMN.,2017,04,14
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,rap,90,27514243,PRIDE.,6IZvVAP7VPPnsGX6bvgkqg,4.59,83,['Kendrick Lamar'],DAMN.,2017,04,14
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,rap,90,27514243,Swimming Pools (Drank),6REbwUNlppTfcnV4d4ZoZi,4.13,81,['Kendrick Lamar'],Swimming Pools (Drank),2012,01,01
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,rap,90,27514243,Alright,3iVcZ5G6tvkXZkZKlMpIUs,3.66,81,['Kendrick Lamar'],To Pimp A Butterfly,2015,03,16
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,rap,90,27514243,DNA.,6HZILIRieu8S0iqY8kIKhj,3.1,81,['Kendrick Lamar'],DAMN.,2017,04,14
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,contemporary country,72,4363974,American Kids,1dgWTMoHwTUnQhOQ8SR5fV,3.05,77,['Kenny Chesney'],The Big Revival,2014,09,22
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,contemporary country,72,4363974,Take Her Home,3izIv4f7gxEZglHtcuqYtj,3.06,54,['Kenny Chesney'],Born,2024,03,22
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,contemporary country,72,4363974,Get Along,6n6OQfBpCgzF9oEg8zhBN7,3.33,67,['Kenny Chesney'],Songs for the Saints,2018,07,27
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,contemporary country,72,4363974,When the Sun Goes Down,5vLonpxn4VN0A8GtQOBSG0,4.84,66,['Kenny Chesney'],When The Sun Goes Down,2004,01,22
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,contemporary country,72,4363974,She Thinks My Tractor's Sexy,3QV7NYkrmV0Q0IHdFJw9hO,4.13,66,['Kenny Chesney'],Everywhere We Go,1999,02,26
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,contemporary country,72,4363974,I Go Back,57I7CUbXo4XlWuTVB8pXW6,4.06,63,['Kenny Chesney'],When The Sun Goes Down,2004,01,22
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,contemporary country,72,4363974,All the Pretty Girls,66pxmg3Jhjm09tHoWR1wVR,3.55,64,['Kenny Chesney'],Cosmic Hallelujah,2017,04,28
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,contemporary country,72,4363974,Summertime,3cE5ltZFHmBpiS77itKaOM,3.44,62,['Kenny Chesney'],The Road And The Radio,2005,11,07
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,contemporary country,72,4363974,You and Tequila (feat. Grace Potter),1t2hJFgJyUPD2crOafMUEk,4.05,63,['Kenny Chesney'],Hemingway's Whiskey,2010,09,28
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,singer-songwriter pop,74,491805,Strangers,593knnQN4REEshx8th9zgK,2.88,68,['Kenya Grace'],The After Taste,2024,03,21
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,singer-songwriter pop,74,491805,Only In My Mind,6ZmZYirBGRw0iNBp1w0ZTi,2.69,56,['Kenya Grace'],The After Taste,2024,03,21
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,singer-songwriter pop,74,491805,It's not fair,5lK0CKf7HOyuUHBjJncblj,2.7,60,['Kenya Grace'],The After Taste,2024,03,22
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,singer-songwriter pop,74,491805,Someone Else,5phH22Kn5b4u67jA8D5eEs,3.29,62,['Kenya Grace'],The After Taste,2024,03,21
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,singer-songwriter pop,74,491805,Meteor,3q53rFJ6wnhLhm6W8VlA8P,2.85,62,['Kenya Grace'],Meteor,2023,05,18
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,singer-songwriter pop,74,491805,Paris,3WzmwVmkRDTYroaLg0Klcb,3.01,58,['Kenya Grace'],Paris,2023,12,01
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,singer-songwriter pop,74,491805,Afterparty Lover,2ccYam7ZiLclqflsnqcWke,2.35,54,['Kenya Grace'],Afterparty Lover (Sped Up Edit),2023,02,16
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,singer-songwriter pop,74,491805,Stay,7zjT5UAKMHs4P3HuZgKB5j,3.25,42,['Kenya Grace'],The After Taste,2024,03,21
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,singer-songwriter pop,74,491805,"Hey, Hi, How are you?",5lzBDnfrT9JVDJUS6XpMbv,3.24,38,['Kenya Grace'],The After Taste,2024,03,21
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,singer-songwriter pop,74,491805,Strangers - sad acoustic version,2BRgLIB3KV9EYdUkOgDgWs,3.08,52,['Kenya Grace'],Strangers (sad acoustic version),2023,10,27
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,dance pop,69,1958958,Knock You Down,58FUwmyGUqkt53YPUcm7cJ,5.44,66,['Keri Hilson'],In A Perfect World...,2009,01,01
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,dance pop,69,1958958,Pretty Girl Rock,2Adn2LNgkHMH5TelQVAu4n,4.07,64,['Keri Hilson'],No Boys Allowed,2010,01,01
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,dance pop,69,1958958,I Like - Jost & Grubert Radio Mix,5jyFd2MGT1BaKVRuljRIqh,3.64,32,['Various Artists'],Urlaubshits 2022,2022,07,27
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,dance pop,69,1958958,Energy,0VI3YNoksmAn0LMnTVhBkq,3.5,45,['Keri Hilson'],In A Perfect World...,2009,01,01
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,dance pop,69,1958958,Turnin Me On - Original Clean,1jEtDqwYCKpR0mlrMrrITx,4.13,43,['Keri Hilson'],In A Perfect World...,2009,01,01
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,dance pop,69,1958958,One Night Stand,0Z46Gf25NSsTdp87OOjWQN,3.88,41,['Keri Hilson'],No Boys Allowed (Deluxe),2010,01,01
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,dance pop,69,1958958,Slow Dance,2kwS2pjv6m2MbAI5CIOWKi,4.38,43,['Keri Hilson'],In A Perfect World...,2009,01,01
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,dance pop,69,1958958,Lose Control / Let Me Down,1xh4v9oWzkoujBVATHVJF6,4.82,31,['Keri Hilson'],No Boys Allowed (Deluxe),2010,01,01
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,dance pop,69,1958958,Buyou,4d7HyOmNEpi55uv96g4Iyt,4.32,36,['Keri Hilson'],No Boys Allowed (Deluxe),2010,01,01
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,dance pop,69,1958958,Make Love,3jeGhWZm6sUuRO0wvSMMJ5,5.37,35,['Keri Hilson'],In A Perfect World...,2009,01,01
Kesha,6LqNN22kT3074XbTVUrhzX,pop,79,7750686,TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,3.33,85,['Kesha'],Animal (Expanded Edition),2010,01,01
Kesha,6LqNN22kT3074XbTVUrhzX,pop,79,7750686,Die Young,7EQGXaVSyEDsCWKmUcfpLk,3.53,80,['Kesha'],Warrior (Expanded Edition),2012,11,30
Kesha,6LqNN22kT3074XbTVUrhzX,pop,79,7750686,We R Who We R,3LUWWox8YYykohBbHUrrxd,3.41,74,['Kesha'],Cannibal (Expanded Edition),2010,11,19
Kesha,6LqNN22kT3074XbTVUrhzX,pop,79,7750686,Good Old Days,1a9J55u1qxquPUCyT6p6Kw,4.01,47,['Macklemore'],GEMINI,2017,09,22
Kesha,6LqNN22kT3074XbTVUrhzX,pop,79,7750686,Backstabber,4GRFzKI7jTZ3kbMfouc7bn,3.11,72,['Kesha'],Animal (Expanded Edition),2010,01,01
Kesha,6LqNN22kT3074XbTVUrhzX,pop,79,7750686,Your Love Is My Drug,6vc2Jq2vaGu8z326kSrw92,3.12,72,['Kesha'],Animal (Expanded Edition),2010,01,01
Kesha,6LqNN22kT3074XbTVUrhzX,pop,79,7750686,Blow,3pYDZTJM2tVBUhIRifWVzI,3.67,70,['Kesha'],Cannibal (Expanded Edition),2010,11,19
Kesha,6LqNN22kT3074XbTVUrhzX,pop,79,7750686,Take It Off,0WCiI0ddWiu5F2kSHgfw5S,3.59,70,['Kesha'],Animal (Expanded Edition),2010,01,01
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,rap,73,6002267,2 Phones,0wdKiSBUT7aZkXUIdJWcwC,4.0,68,['Kevin Gates'],Islah (Deluxe),2016,01,29
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,rap,73,6002267,Really Really,10I3CmmwT0BkOVhduDy53o,3.87,68,['Kevin Gates'],Islah (Deluxe),2016,01,29
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,rap,73,6002267,Big Gangsta,03ERnTvSV5fy8WAyvA4uNP,4.06,62,['Kevin Gates'],Big Gangsta,2021,03,26
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,rap,73,6002267,Thinking with My Dick (feat. Juicy J),1ojBtNRMzjL7ptLPZCzfRz,2.76,65,['Kevin Gates'],Stranger Than Fiction,2013,07,16
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,rap,73,6002267,Yonce Freestyle (feat. Sexyy Red & B.G.),2ZPv2L9NKWeTVQI6ai1B2J,3.74,55,['Kevin Gates'],The Ceremony,2024,01,26
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,rap,73,6002267,I Don't Get Tired (#IDGT) (feat. August Alsina),6HMHgBHdLBQ0QYIaOp2gse,3.5,63,['Kevin Gates'],Luca Brasi 2: Gangsta Grillz,2014,12,15
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,rap,73,6002267,Time for That,1gZNqH0rDxD1mXLeul1Qq7,3.47,62,['Kevin Gates'],Islah (Deluxe),2016,01,29
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,rap,73,6002267,Me Too,3yXFcbGxFn2au5q3pShkAe,3.37,62,['Kevin Gates'],Luca Brasi 3,2018,09,28
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,rap,73,6002267,Hard For,0YSTRuZ7elW9CEBfZJW5Js,4.13,62,['Kevin Gates'],Islah (Deluxe),2016,01,29
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,rap,73,6002267,Broken Love,6YF39hgvXdooA2B3bbgWT6,2.9,60,['MO3'],Shottaz 4Eva,2021,04,09
Key Glock,0RESbWvOMyua0yuyVrztJ5,rap,77,1955897,Let's Go,5GCU2LJWPzoP8Q6nexs61z,2.34,81,['Key Glock'],Glockoma 2 (Deluxe),2023,06,23
Key Glock,0RESbWvOMyua0yuyVrztJ5,rap,77,1955897,Ambition For Cash,4mIHgQ3ofK2RK34UdbqMbe,2.39,77,['Key Glock'],Yellow Tape 2,2021,11,05
Key Glock,0RESbWvOMyua0yuyVrztJ5,rap,77,1955897,Gang Shit No Lame Shit,6gbiTbclnHlmSIPfmF2zEc,2.19,76,['Key Glock'],Glockoma,2018,11,23
Key Glock,0RESbWvOMyua0yuyVrztJ5,rap,77,1955897,Die Trying,4qNYl4NkngYRqf6DtTyD9I,2.55,75,['Key Glock'],PRE5L,2022,11,17
Key Glock,0RESbWvOMyua0yuyVrztJ5,rap,77,1955897,Mr. Glock,1ipSpQfzBbhPFhYm6tfVIz,2.45,75,['Key Glock'],Yellow Tape,2020,01,31
Key Glock,0RESbWvOMyua0yuyVrztJ5,rap,77,1955897,Russian Cream,03ThZweiBWFP8tOGsk6QMO,2.37,74,['Key Glock'],Glock Bond,2018,02,02
Key Glock,0RESbWvOMyua0yuyVrztJ5,rap,77,1955897,Son Of A Gun,5ClRKRmW1p6RQcdwzY1kNJ,1.78,72,['Key Glock'],Son Of A Gun,2020,05,22
Key Glock,0RESbWvOMyua0yuyVrztJ5,rap,77,1955897,Word on the Streets,3jhStgnHgwPGaSyhdHuT1Z,3.46,70,['Key Glock'],Yellow Tape,2020,01,31
Key Glock,0RESbWvOMyua0yuyVrztJ5,rap,77,1955897,Since 6ix,0lOKsvuwUhu0a6ZEaviQ46,2.54,68,['Key Glock'],Glockoma,2018,11,23
Key Glock,0RESbWvOMyua0yuyVrztJ5,rap,77,1955897,Dough,2rw5cbtHTyzy8iruujD28d,3.31,67,['Key Glock'],Yellow Tape,2020,01,31
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,r&b,70,3811452,Love,0W4NhJhcqKCqEP2GIpDCDq,4.26,84,['Keyshia Cole'],The Way It Is,2005,01,01
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,r&b,70,3811452,Let It Go,2RqZFOLOnzVmHUX7ZMcaES,3.97,65,['Keyshia Cole'],Just Like You,2007,01,01
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,r&b,70,3811452,Heaven Sent,2E90KUsor4U2abOJGFKtfx,3.88,60,['Keyshia Cole'],Just Like You,2007,01,01
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,r&b,70,3811452,I Should Have Cheated,5tFDgH6do20IXdSoNBAmXK,5.46,62,['Keyshia Cole'],The Way It Is,2005,01,01
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,r&b,70,3811452,Love Me Enough (feat. Monica & Keyshia Cole),64VYqDH3xyxIFZjrsgjLCZ,3.84,53,['Nicki Minaj'],Pink Friday 2 (Gag City Deluxe),2023,12,15
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,r&b,70,3811452,I Remember,1dObJGQUgJ7tWxJ0byON6W,4.33,54,['Keyshia Cole'],Just Like You,2007,01,01
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,r&b,70,3811452,Shoulda Let You Go,1yTfczdv9qGCfJpZF3y4yQ,3.68,54,['Keyshia Cole'],Just Like You,2007,01,01
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,r&b,70,3811452,Playa Cardz Right,0nJZDtAaqO7o9mb6YoBfqO,4.85,55,['Keyshia Cole'],A Different Me,2008,01,01
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,r&b,70,3811452,Take Me Away,3SQqBIYN8fPB3wPjFGRS5N,3.78,51,['Keyshia Cole'],Calling All Hearts,2010,01,01
Khalid,6LuN9FCkKOj5PcnpouEgny,pop,84,16075088,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,3.38,82,['Khalid'],American Teen,2017,04,27
Khalid,6LuN9FCkKOj5PcnpouEgny,pop,84,16075088,Better,2OpBganfGk2GVdSlRdxzaX,3.82,76,['Khalid'],Suncity,2018,10,19
Khalid,6LuN9FCkKOj5PcnpouEgny,pop,84,16075088,Location,152lZdxL1OR0ZMW6KquMif,3.65,78,['Khalid'],American Teen,2017,04,27
Khalid,6LuN9FCkKOj5PcnpouEgny,pop,84,16075088,Beautiful People (feat. Khalid),70eFcWOvlMObDhURTqT4Fv,3.3,73,['Ed Sheeran'],No.6 Collaborations Project,2019,07,12
Khalid,6LuN9FCkKOj5PcnpouEgny,pop,84,16075088,Please Don't Fall In Love With Me,7jEpRsSusmGqKFISucMnV7,2.96,77,['Khalid'],Please Don't Fall In Love With Me,2024,04,05
Khalid,6LuN9FCkKOj5PcnpouEgny,pop,84,16075088,8TEEN,5bgwqaRSS3M8WHWruHgSL5,3.81,75,['Khalid'],American Teen,2017,04,27
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,rap,81,6950061,Memories (feat. Kid Cudi),5p3SJ3CYqrmFbboAtfNo5n,3.49,53,['David Guetta'],One More Love,2010,11,22
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,rap,81,6950061,Mr. Rager,2ncLdwTd8qzkxiJjlbiOgC,4.9,72,['Kid Cudi'],Man On The Moon II: The Legend Of Mr. Rager,2010,01,01
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,rap,81,6950061,Day 'N' Nite (nightmare),5wfllwdjglyQislkskYLBv,3.69,72,['Kid Cudi'],Man On The Moon: The End Of Day (Deluxe),2009,01,01
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,rap,81,6950061,Pursuit Of Happiness (Nightmare),6MtKObWYda2qnNIpJI21uD,4.92,71,['Kid Cudi'],Man On The Moon: The End Of Day (Deluxe),2009,01,01
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,rap,81,6950061,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,2.77,75,"['THE SCOTTS', 'Travis Scott', 'Kid Cudi']",THE SCOTTS,2020,04,24
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,rap,81,6950061,GET OFF ME (with Travis Scott),2Adxpr1j5lSihOCsmIfflJ,3.59,74,['Kid Cudi'],INSANO,2024,01,12
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,rap,81,6950061,LOOOVE (feat. Kid Cudi),0a4SMs889NwP8oWI7Vemle,3.78,72,['Travis Scott'],UTOPIA,2023,07,28
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,rap,81,6950061,Erase Me - Main,6XkuklKiHYVTlVvWlTgQYP,3.2,70,['Kid Cudi'],Man On The Moon II: The Legend Of Mr. Rager,2010,11,09
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,hip hop,65,427406,Legend Has It,7satW8tFLasyZbftvrWFBP,3.43,61,"['Run The Jewels', 'El-P', 'Killer Mike']",Run The Jewels 3,2016,12,25
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,hip hop,65,427406,DOWN BY LAW,6KlvybbokGa63tRS4J3Uqh,3.52,58,['Killer Mike'],MICHAEL,2023,06,16
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,hip hop,65,427406,ooh la la (feat. Greg Nice & DJ Premier),72YEW9z8ke67115z6AK8PD,3.06,59,"['Run The Jewels', 'El-P', 'Killer Mike']",RTJ4,2020,06,03
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,hip hop,65,427406,RUN (feat. Young Thug),4EPfeopXB7rDQGR4ae0Xmt,4.76,54,['Killer Mike'],MICHAEL,2023,06,16
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,hip hop,65,427406,DON'T LET THE DEVIL (feat. thankugoodsir),1f7eBRPgFfKPhqMU7z31yF,2.76,54,['Killer Mike'],MICHAEL,2023,06,16
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,hip hop,65,427406,Close Your Eyes (And Count to Fuck),3RlurnnuVkVbaN6lul4136,3.9,56,"['Run The Jewels', 'El-P', 'Killer Mike']",Run the Jewels 2,2014,10,27
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,hip hop,65,427406,"Blockbuster Night, Pt. 1",1AESnzWt4iMrEPGG7TjXAa,2.54,55,"['Run The Jewels', 'El-P', 'Killer Mike']",Run the Jewels 2,2014,10,27
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,hip hop,65,427406,No Save Point (From “Cyberpunk 2077”),5CDuTBTKuXHwLIfbmqQdQK,3.25,54,"['Run The Jewels', 'El-P', 'Killer Mike']",RTJ4 (Deluxe Edition),2021,09,24
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,hip hop,65,427406,SHED TEARS (feat. Lena Bird Myles),6dqsNpjxt7mLDjhBjtEK0i,4.83,51,['Killer Mike'],MICHAEL,2023,06,16
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,pop,76,1074845,Drums (Feat. Kim Petras),4AFlChQQJbB1MOCgOiiyYc,2.54,76,"['James Hype', 'Kim Petras']",Drums (Feat. Kim Petras),2023,10,06
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,pop,76,1074845,XXX,3QcWzAQvI41KYheHtvsNoT,2.07,71,['Kim Petras'],Slut Pop,2022,02,11
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,pop,76,1074845,Alone (with Nicki Minaj),4sYzLqXJ5PYWiLUcjUrz3i,3.09,59,['Kim Petras'],Feed The Beast,2023,06,23
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,pop,76,1074845,Treat Me Like A Slut,0dlP9SnqQa5k1A9mReybFb,1.97,66,['Kim Petras'],Slut Pop,2022,02,11
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,pop,76,1074845,Unholy (feat. Kim Petras) - ACRAZE Remix,2Jn3wcH9TSCFMQjlWreTft,2.94,65,"['Sam Smith', 'Kim Petras', 'ACRAZE']",Unholy (feat. Kim Petras) [ACRAZE Remix],2022,10,12
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,pop,76,1074845,They Wanna Fuck,27mMvmKRyrsz7i2cfTMgSQ,2.5,64,['Kim Petras'],Slut Pop,2022,02,11
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,pop,76,1074845,Drums (Feat. Kim Petras) - Tiësto Remix,5QZmUKPG3uPU0hwJuHwfGD,2.88,63,"['James Hype', 'Tiësto']",Drums (Feat. Kim Petras) [Tiesto Remix],2024,01,12
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,pop,76,1074845,Unlock it (Lock It) - feat. Kim Petras and Jay Park,3qGHAKgjQruzj6doKkyEb5,3.88,60,['Charli XCX'],Pop 2,2017,12,15
